Day fraction since midnight on 5/7/2018,Time (sec),Time (min),Source Pressure (Pa),Turbidity Effluent (),Turbidimeter Influent (),BW Pump control (),Raw Water Pump control (),PAC Pump control ()
0.59783384,2740.0032,45.66672,34668.70703,1.28,6.8019,0.99999947,0.14210526,0.80305263
0.59789172,2745.004032,45.7500672,34651.77734,1.28,6.7416,0.99999947,0.14210526,0.80305263
0.59794959,2750.004,45.8334,34692.0625,1.28,6.7706,0.99999947,0.14210526,0.80305263
0.59800745,2755.003104,45.9167184,34688.875,1.28,6.8561,0.99999947,0.14210526,0.80305263
0.59806534,2760.0048,46.00008,34687.18359,1.28,6.839,0.99999947,0.14210526,0.80305263
0.5981232,2765.003904,46.0833984,34680.11719,1.28,6.7978,0.99999947,0.14210526,0.80305263
0.59818108,2770.004736,46.1667456,34705.62891,1.28,6.7903,0.99999947,0.14210526,0.80305263
0.59823895,2775.004704,46.2500784,34698.51953,1.28,6.9873,0.99999947,0.14210526,0.80305263
0.59829681,2780.003808,46.3333968,34729.17969,1.28,6.9706,0.99999947,0.14210526,0.80305263
0.59835469,2785.00464,46.416744,34725.10547,1.28,6.9454,0.99999947,0.14210526,0.80305263
0.59841255,2790.003744,46.5000624,34775.94531,1.28,7.0058,0.99999947,0.14210526,0.80305263
0.59847043,2795.004576,46.5834096,34758.59375,1.28,7.0341,0.99999947,0.14210526,0.80305263
0.5985283,2800.004544,46.6667424,34786.01563,1.28,7.018,0.99999947,0.14210526,0.80305263
0.59858617,2805.004512,46.7500752,34777.68359,1.28,7.0148,0.99999947,0.14210526,0.80305263
0.59864406,2810.006208,46.8334368,34773.77344,1.28,6.934,0.99999947,0.14210526,0.80305263
0.59870192,2815.005312,46.9167552,34774.63281,1.28,7.0399,0.99999947,0.14210526,0.80305263
0.59875978,2820.004416,47.0000736,34791.64063,1.28,7.0119,0.99999947,0.14210526,0.80305263
0.59881767,2825.006112,47.0834352,34822.66797,1.28,7.0113,0.99999947,0.14210526,0.80305263
0.59887552,2830.004352,47.1667392,34835.14063,1.28,7.048,0.99999947,0.14210526,0.80305263
0.59893338,2835.003456,47.2500576,34818.60547,1.28,7.025,0.99999947,0.14210526,0.80305263
0.59899126,2840.004288,47.3334048,34834.01563,1.28,7.0384,0.99999947,0.14210526,0.80305263
0.59904912,2845.003392,47.4167232,34819.48438,1.28,6.9977,0.99999947,0.14210526,0.80305263
0.599107,2850.004224,47.5000704,34825.48828,1.28,7.162,0.99999947,0.14210526,0.80305263
0.59916488,2855.005056,47.5834176,34861.29297,1.28,7.0774,0.99999947,0.14210526,0.80305263
0.59922274,2860.00416,47.666736,34849.07422,1.28,7.1974,0.99999947,0.14210526,0.80305263
0.59928061,2865.004128,47.7500688,34829.16406,1.28,7.2416,0.99999947,0.14210526,0.80305263
0.59933849,2870.00496,47.833416,34864.49609,1.28,7.1829,0.99999947,0.14210526,0.80305263
0.59939635,2875.004064,47.9167344,34895.61719,1.28,7.1807,0.99999947,0.14210526,0.80305263
0.59945421,2880.003168,48.0000528,34865.84766,1.28,7.048,0.99999947,0.14210526,0.80305263
0.59951209,2885.004,48.0834,34870.52734,1.28,7.331,0.99999947,0.14210526,0.80305263
0.59956995,2890.003104,48.1667184,34904.21094,1.28,7.1422,0.99999947,0.14210526,0.80305263
0.59962784,2895.0048,48.25008,34897.98438,1.28,7.205,0.99999947,0.14210526,0.80305263
0.59968571,2900.004768,48.3334128,34908.92188,1.28,7.1957,0.99999947,0.14210526,0.80305263
0.59974357,2905.003872,48.4167312,34876.51563,1.28,7.2299,0.99999947,0.14210526,0.80305263
0.59980144,2910.00384,48.500064,34932.71484,1.28,7.3592,0.99999947,0.14210526,0.80305263
0.5998593,2915.002944,48.5833824,34933.77734,1.28,7.4934,0.99999947,0.14210526,0.80305263
0.5999172,2920.005504,48.6667584,34943.23438,1.28,7.4991,0.99999947,0.14210526,0.80305263
0.59997508,2925.006336,48.7501056,34932.28906,1.28,7.5655,0.99999947,0.14210526,0.80305263
0.60003291,2930.002848,48.8333808,34961.22656,1.28,7.6177,0.99999947,0.14210526,0.80305263
0.60009081,2935.005408,48.9167568,34936.375,1.28,7.5589,0.99999947,0.14210526,0.80305263
0.60014866,2940.003648,49.0000608,34928.04688,1.28,7.4838,0.99999947,0.14210526,0.80305263
0.60020654,2945.00448,49.083408,34948.57813,1.28,7.446,0.99999947,0.14210526,0.80305263
0.60026441,2950.004448,49.1667408,34941.28125,1.28,7.3946,0.99999947,0.14210526,0.80305263
0.60032228,2955.004416,49.2500736,34955.64063,1.28,7.3044,0.99999947,0.14210526,0.80305263
0.60038016,2960.005248,49.3334208,34934.63672,1.28,7.3533,0.99999947,0.14210526,0.80305263
0.60043802,2965.004352,49.4167392,34961.24609,1.28,7.5138,0.99999947,0.14210526,0.80305263
0.60049589,2970.00432,49.500072,34924.13281,1.28,7.5932,0.99999947,0.14210526,0.80305263
0.60055376,2975.004288,49.5834048,34961.67578,1.28,7.7376,0.99999947,0.14210526,0.80305263
0.60061163,2980.004256,49.6667376,34953.13281,1.28,7.656,0.99999947,0.14210526,0.80305263
0.60066951,2985.005088,49.7500848,34978.38281,1.28,7.5943,0.99999947,0.14210526,0.80305263
0.60072736,2990.003328,49.8333888,34998.78125,1.28,7.6291,0.99999947,0.14210526,0.80305263
0.60078526,2995.005888,49.9167648,34977.125,1.28,7.6822,0.99999947,0.14210526,0.80305263
0.60084311,3000.004128,50.0000688,34974.35938,1.28,7.785,0.99999947,0.14210526,0.80305263
0.60090098,3005.004096,50.0834016,34989.74609,1.28,7.6812,0.99999947,0.14210526,0.80305263
0.60095885,3010.004064,50.1667344,34978.21875,1.28,7.7993,0.99999947,0.14210526,0.80305263
0.60101672,3015.004032,50.2500672,34992.81641,1.28,7.8691,0.99999947,0.14210526,0.80305263
0.60107458,3020.003136,50.3333856,35008.63672,1.28,7.7527,0.99999947,0.14210526,0.80305263
0.60113246,3025.003968,50.4167328,34989.96875,1.28,8.0149,0.99999947,0.14210526,0.80305263
0.60119032,3030.003072,50.5000512,34992.32422,1.28,8.039,0.99999947,0.14210526,0.80305263
0.6012482,3035.003904,50.5833984,34988.26953,1.28,8.0949,0.99999947,0.14210526,0.80305263
0.60130608,3040.004736,50.6667456,34992.79297,1.28,8.0589,0.99999947,0.14210526,0.80305263
0.60136394,3045.00384,50.750064,35006.91797,1.28,7.9591,0.99999947,0.14210526,0.80305263
0.6014218,3050.002944,50.8333824,34969.59375,1.28,7.8934,0.99999947,0.14210526,0.80305263
0.60147969,3055.00464,50.916744,34960.16797,1.28,7.9184,0.99999947,0.14210526,0.80305263
0.60153756,3060.004608,51.0000768,34913.62891,1.28,7.9355,0.99999947,0.14210526,0.80305263
0.60159541,3065.002848,51.0833808,34938.73047,1.28,8.1291,0.99999947,0.14210526,0.80305263
0.60165329,3070.00368,51.166728,34922.43359,1.28,8.1658,0.99999947,0.14210526,0.80305263
0.60171117,3075.004512,51.2500752,34878.23828,1.28,8.1984,0.99999947,0.14210526,0.80305263
0.60176903,3080.003616,51.3333936,34868.78906,1.28,8.0835,0.99999947,0.14210526,0.80305263
0.60182691,3085.004448,51.4167408,34846.48438,1.28,8.0152,0.99999947,0.14210526,0.80305263
0.60188477,3090.003552,51.5000592,34863.68359,1.28,8.4174,0.99999947,0.14210526,0.80305263
0.60194266,3095.005248,51.5834208,34823.77734,1.28,8.2116,0.99999947,0.14210526,0.80305263
0.60200051,3100.003488,51.6667248,34815.24609,1.28,8.1778,0.99999947,0.14210526,0.80305263
0.6020584,3105.005184,51.7500864,34813.92578,1.28,8.4058,0.99999947,0.14210526,0.80305263
0.60211625,3110.003424,51.8333904,34817.33203,1.28,8.4356,0.99999947,0.14210526,0.80305263
0.60217414,3115.00512,51.916752,34790.94922,1.28,8.5408,0.99999947,0.14210526,0.80305263
0.602232,3120.004224,52.0000704,34787.30859,1.28,8.5805,0.99999947,0.14210526,0.80305263
0.60228988,3125.005056,52.0834176,34728.76953,1.28,8.7311,0.99999947,0.14210526,0.80305263
0.60234775,3130.005024,52.1667504,34745.68359,1.28,8.5813,0.99999947,0.14210526,0.80305263
0.60240561,3135.004128,52.2500688,34719.74609,1.28,8.7076,0.99999947,0.14210526,0.80305263
0.60246347,3140.003232,52.3333872,34726.19922,1.28,8.728,0.99999947,0.14210526,0.80305263
0.60252135,3145.004064,52.4167344,34689.71875,1.28,8.6893,0.99999947,0.14210526,0.80305263
0.60257922,3150.004032,52.5000672,34481.32422,1.28,8.7418,0.99999947,0.14210526,0.80305263
0.60263709,3155.004,52.5834,34189.98828,1.28,8.6302,0.99999947,0.14210526,0.80305263
0.60269497,3160.004832,52.6667472,33930.71094,1.28,8.9824,0.99999947,0.14210526,0.80305263
0.60275284,3165.0048,52.75008,33682.77734,1.28,8.7481,0.99999947,0.14210526,0.80305263
0.60281071,3170.004768,52.8334128,33446.46484,1.28,8.6097,0.99999947,0.14210526,0.80305263
0.60286857,3175.003872,52.9167312,33200.33203,1.28,8.634,0.99999947,0.14210526,0.80305263
0.60292644,3180.00384,53.000064,32946.71875,1.28,8.8446,0.99999947,0.14210526,0.80305263
0.6029843,3185.002944,53.0833824,32723.23828,1.28,8.745,0.99999947,0.14210526,0.80305263
0.60304219,3190.00464,53.166744,32432.70117,1.28,8.5095,0.99999947,0.14210526,0.80305263
0.60310005,3195.003744,53.2500624,32204.5918,1.28,8.585,0.99999947,0.14210526,0.80305263
0.60315792,3200.003712,53.3333952,31922.91016,1.28,8.7799,0.99999947,0.14210526,0.80305263
0.60321579,3205.00368,53.416728,31594.25195,1.27,9.0405,0.99999947,0.14210526,0.80305263
0.60327367,3210.004512,53.5000752,31350.74414,1.27,8.9689,0.99999947,0.14210526,0.80305263
0.60333154,3215.00448,53.583408,31087.26758,1.27,8.9001,0.99999947,0.14210526,0.80305263
0.6033894,3220.003584,53.6667264,30816.96094,1.27,9.2742,0.99999947,0.14210526,0.80305263
0.60344728,3225.004416,53.7500736,30578.59766,1.27,9.1173,0.99999947,0.14210526,0.80305263
0.60350515,3230.004384,53.8334064,30324.59375,1.27,8.9104,0.99999947,0.14210526,0.80305263
0.60356303,3235.005216,53.9167536,30078.3418,1.27,9.0572,0.99999947,0.14210526,0.80305263
0.60362089,3240.00432,54.000072,29837.69336,1.27,9.3903,0.99999947,0.14210526,0.80305263
0.60367876,3245.004288,54.0834048,29628.11914,1.27,9.1848,0.99999947,0.14210526,0.80305263
0.60373665,3250.005984,54.1667664,29418.66406,1.27,9.1587,0.99999947,0.14210526,0.80305263
0.60379449,3255.00336,54.250056,29250.89063,1.27,9.6558,0.99999947,0.14210526,0.80305263
0.60385237,3260.004192,54.3334032,29039.47461,1.27,9.1738,0.99999947,0.14210526,0.80305263
0.60391025,3265.005024,54.4167504,28840.24609,1.27,8.9035,0.99999947,0.14210526,0.80305263
0.6039681,3270.003264,54.5000544,28678.27734,1.27,8.9343,0.99999947,0.14210526,0.80305263
0.60402599,3275.00496,54.583416,28508.16992,1.27,8.8389,0.99999947,0.14210526,0.80305263
0.60408385,3280.004064,54.6667344,28344.19336,1.27,9.0145,0.99999947,0.14210526,0.80305263
0.60414171,3285.003168,54.7500528,28177.60742,1.27,9.4326,0.99999947,0.14210526,0.80305263
0.60419959,3290.004,54.8334,27999.64063,1.27,9.1181,0.99999947,0.14210526,0.80305263
0.60425745,3295.003104,54.9167184,27817.98633,1.27,9.0013,0.99999947,0.14210526,0.80305263
0.60431534,3300.0048,55.00008,27667.22461,1.27,9.3544,0.99999947,0.14210526,0.80305263
0.60437321,3305.004768,55.0834128,27501.83203,1.27,9.4835,0.99999947,0.14210526,0.80305263
0.60443107,3310.003872,55.1667312,27351.86719,1.27,9.7848,0.99999947,0.14210526,0.80305263
0.60448894,3315.00384,55.250064,27210.53516,1.27,9.6624,0.99999947,0.14210526,0.80305263
0.60454681,3320.003808,55.3333968,27018.14453,1.27,9.7391,0.99999947,0.14210526,0.80305263
0.60460469,3325.00464,55.416744,26906.59961,1.27,9.4513,0.99999947,0.14210526,0.80305263
0.60466256,3330.004608,55.5000768,26739.30273,1.27,10.029,0.99999947,0.14210526,0.80305263
0.60472043,3335.004576,55.5834096,26595.41016,1.27,9.5476,0.99999947,0.14210526,0.80305263
0.6047783,3340.004544,55.6667424,26475.0918,1.27,9.7035,0.99999947,0.14210526,0.80305263
0.60483619,3345.00624,55.750104,26353.91602,1.27,9.6007,0.99999947,0.14210526,0.80305263
0.60489404,3350.00448,55.833408,26249.08203,1.27,9.8084,0.99999947,0.14210526,0.80305263
0.60495192,3355.005312,55.9167552,26167.61719,1.27,9.5724,0.99999947,0.14210526,0.80305263
0.60500977,3360.003552,56.0000592,26045.21094,1.27,9.3129,0.99999947,0.14210526,0.80305263
0.60506768,3365.006976,56.0834496,25950.67773,1.27,9.5652,0.99999947,0.14210526,0.80305263
0.60512552,3370.004352,56.1667392,25870.13281,1.27,10.086,0.99999947,0.14210526,0.80305263
0.60518339,3375.00432,56.250072,25824.68359,1.27,10.523,0.99999947,0.14210526,0.80305263
0.60524126,3380.004288,56.3334048,25755.71094,1.27,9.9319,0.99999947,0.14210526,0.80305263
0.60529914,3385.00512,56.416752,25679.62891,1.27,9.8443,0.99999947,0.14210526,0.80305263
0.605357,3390.004224,56.5000704,25620.92969,1.27,9.8674,0.99999947,0.14210526,0.80305263
0.60541488,3395.005056,56.5834176,25617.08203,1.27,9.7471,0.99999947,0.14210526,0.80305263
0.60547274,3400.00416,56.666736,25554.11328,1.27,9.569,0.99999947,0.14210526,0.80305263
0.60553061,3405.004128,56.7500688,25530.80273,1.27,9.3978,0.99999947,0.14210526,0.80305263
0.60558848,3410.004096,56.8334016,25530.35547,1.27,9.1894,0.99999947,0.14210526,0.80305263
0.60564635,3415.004064,56.9167344,25525.61523,1.27,9.0739,0.99999947,0.14210526,0.80305263
0.60570422,3420.004032,57.0000672,25542.52734,1.27,9.2359,0.99999947,0.14210526,0.80305263
0.60576209,3425.004,57.0834,25562.49609,1.27,9.3889,0.99999947,0.14210526,0.80305263
0.60581996,3430.003968,57.1667328,25594.37109,1.27,9.6578,0.99999947,0.14210526,0.80305263
0.60587785,3435.005664,57.2500944,25661.0332,1.27,10.353,0.99999947,0.14210526,0.80305263
0.6059357,3440.003904,57.3333984,25711.32031,1.27,10.468,0.99999947,0.14210526,0.80305263
0.60599359,3445.0056,57.41676,25774.94922,1.27,10.303,0.99999947,0.14210526,0.80305263
0.60605145,3450.004704,57.5000784,25799.78906,1.27,9.8283,0.99999947,0.14210526,0.80305263
0.60610932,3455.004672,57.5834112,25841.39258,1.27,9.7422,0.99999947,0.14210526,0.80305263
0.60616721,3460.006368,57.6667728,25919.6543,1.27,10.462,0.99999947,0.14210526,0.80305263
0.60622507,3465.005472,57.7500912,25956.89258,1.27,10.331,0.99999947,0.14210526,0.80305263
0.60628295,3470.006304,57.8334384,26008.76563,1.27,10.495,0.99999947,0.14210526,0.80305263
0.60634073,3474.998496,57.9166416,26047.36914,1.27,10.305,0.99999947,0.14210526,0.80305263
0.60639869,3480.00624,58.000104,26103.91211,1.27,10.406,0.99999947,0.14210526,0.80305263
0.60645656,3485.006208,58.0834368,26155.58594,1.27,10.296,0.99999947,0.14210526,0.80305263
0.60651442,3490.005312,58.1667552,26184.98633,1.27,10.337,0.99999947,0.14210526,0.80305263
0.60657232,3495.007872,58.2501312,26255.48242,1.27,10.338,0.99999947,0.14210526,0.80305263
0.60663019,3500.00784,58.333464,26299.2168,1.27,9.9555,0.99999947,0.14210526,0.80305263
0.60668802,3505.004352,58.4167392,26341.89648,1.27,9.873,0.99999947,0.14210526,0.80305263
0.6067459,3510.005184,58.5000864,26401.50586,1.27,9.7637,0.99999947,0.14210526,0.80305263
0.60680377,3515.005152,58.5834192,26448.89453,1.27,9.8024,0.99999947,0.14210526,0.80305263
0.60686165,3520.005984,58.6667664,26450.4043,1.27,10.349,0.99999947,0.14210526,0.80305263
0.60691952,3525.005952,58.7500992,26508.9375,1.27,10.499,0.99999947,0.14210526,0.80305263
0.60697739,3530.00592,58.833432,26557.44336,1.27,10.36,0.99999947,0.14210526,0.80305263
0.60703525,3535.005024,58.9167504,26615.91992,1.27,10.403,0.99999947,0.14210526,0.80305263
0.60709311,3540.004128,59.0000688,26663.53516,1.27,10.426,0.99999947,0.14210526,0.80305263
0.607151,3545.005824,59.0834304,26661.86133,1.27,10.28,0.99999947,0.14210526,0.80305263
0.60720887,3550.005792,59.1667632,26713.94922,1.27,10.027,0.99999947,0.14210526,0.80305263
0.60726675,3555.006624,59.2501104,26768.23047,1.27,10.728,0.99999947,0.14210526,0.80305263
0.60732462,3560.006592,59.3334432,26807.7168,1.27,12.961,0.99999947,0.14210526,0.80305263
0.60738247,3565.004832,59.4167472,26801.70508,1.27,12.018,0.99999947,0.14210526,0.80305263
0.60744036,3570.006528,59.5001088,26849.95508,1.27,11.21,0.99999947,0.14210526,0.80305263
0.60749824,3575.00736,59.583456,26930.60352,1.27,11.813,0.99999947,0.14210526,0.80305263
0.6075561,3580.006464,59.6667744,26924.17578,1.27,11.563,0.99999947,0.14210526,0.80305263
0.60761396,3585.005568,59.7500928,26974.57422,1.27,11.663,0.99999947,0.14210526,0.80305263
0.60767183,3590.005536,59.8334256,27006.33008,1.27,11.296,0.99999947,0.14210526,0.80305263
0.60772971,3595.006368,59.9167728,27013.38086,1.27,10.744,0.99999947,0.14210526,0.80305263
0.60778758,3600.006336,60.0001056,27063.37109,1.27,10.579,0.99999947,0.14210526,0.80305263
0.60784545,3605.006304,60.0834384,27090.63867,1.27,10.344,0.99999947,0.14210526,0.80305263
0.60790332,3610.006272,60.1667712,27099.41406,1.27,9.7202,0.99999947,0.14210526,0.80305263
0.60796118,3615.005376,60.2500896,27132.87891,1.27,9.9117,0.99999947,0.14210526,0.80305263
0.60801905,3620.005344,60.3334224,27183.72852,1.27,10.364,0.99999947,0.14210526,0.80305263
0.60807693,3625.006176,60.4167696,27202.15039,1.27,10.179,0.99999947,0.14210526,0.80305263
0.60813479,3630.00528,60.500088,27223.41602,1.27,10.265,0.99999947,0.14210526,0.80305263
0.60819267,3635.006112,60.5834352,27259.62305,1.27,11.616,0.99999947,0.14210526,0.80305263
0.60825055,3640.006944,60.6667824,27262.89258,1.27,11.081,0.99999947,0.14210526,0.80305263
0.60830842,3645.006912,60.7501152,27288.61133,1.27,11.031,0.99999947,0.14210526,0.80305263
0.60836628,3650.006016,60.8334336,27339.43359,1.27,11.011,0.99999947,0.14210526,0.80305263
0.60842415,3655.005984,60.9167664,27328.07422,1.27,10.785,0.99999947,0.14210526,0.80305263
0.60848201,3660.005088,61.0000848,27366.67188,1.27,11.041,0.99999947,0.14210526,0.80305263
0.60853989,3665.00592,61.083432,27382.97656,1.27,11.131,0.99999947,0.14210526,0.80305263
0.60859776,3670.005888,61.1667648,27405.91602,1.27,10.975,0.99999947,0.14210526,0.80305263
0.60865563,3675.005856,61.2500976,27419.24414,1.27,11.062,0.99999947,0.14210526,0.80305263
0.6087135,3680.005824,61.3334304,27466.21875,1.27,10.654,0.99999947,0.14210526,0.80305263
0.6087714,3685.008384,61.4168064,27444.14844,1.27,10.88,0.99999947,0.14210526,0.80305263
0.60882925,3690.006624,61.5001104,27456.75781,1.27,10.751,0.99999947,0.14210526,0.80305263
0.60888713,3695.007456,61.5834576,27506.52148,1.27,10.734,0.99999947,0.14210526,0.80305263
0.60894498,3700.005696,61.6667616,27522.41211,1.27,10.643,0.99999947,0.14210526,0.80305263
0.60900285,3705.005664,61.7500944,27519.20313,1.27,10.887,0.99999947,0.14210526,0.80305263
0.60906076,3710.009088,61.8334848,27550.70703,1.27,10.883,0.99999947,0.14210526,0.80305263
0.60911859,3715.0056,61.91676,27567.05859,1.27,10.651,0.99999947,0.14210526,0.80305263
0.60917646,3720.005568,62.0000928,27573.68359,1.27,10.523,0.99999947,0.14210526,0.80305263
0.60923435,3725.007264,62.0834544,27589.35156,1.27,10.589,0.99999947,0.14210526,0.80305263
0.6092922,3730.005504,62.1667584,27596.42773,1.27,10.845,0.99999947,0.14210526,0.80305263
0.60935008,3735.006336,62.2501056,27628.59375,1.27,10.745,0.99999947,0.14210526,0.80305263
0.60940794,3740.00544,62.333424,27632.26563,1.27,10.646,0.99999947,0.14210526,0.80305263
0.60946581,3745.005408,62.4167568,27654.13867,1.27,11.17,0.99999947,0.14210526,0.80305263
0.60952369,3750.00624,62.500104,27656.28711,1.27,11.118,0.99999947,0.14210526,0.80305263
0.60958157,3755.007072,62.5834512,27659.06836,1.27,11.055,0.99999947,0.14210526,0.80305263
0.60963943,3760.006176,62.6667696,27670.84961,1.27,11.175,0.99999947,0.14210526,0.80305263
0.60969729,3765.00528,62.750088,27709.66992,1.27,11.418,0.99999947,0.14210526,0.80305263
0.60975518,3770.006976,62.8334496,27710.32617,1.27,10.968,0.99999947,0.14210526,0.80305263
0.60981305,3775.006944,62.9167824,27717.17383,1.27,10.519,0.99999947,0.14210526,0.80305263
0.60987092,3780.006912,63.0001152,27703.47852,1.27,10.27,0.99999947,0.14210526,0.80305263
0.60992878,3785.006016,63.0834336,27734.375,1.27,10.478,0.99999947,0.14210526,0.80305263
0.60998665,3790.005984,63.1667664,27738.83008,1.27,10.938,0.99999947,0.14210526,0.80305263
0.61004452,3795.005952,63.2500992,27762.20313,1.27,13.862,0.99999947,0.14210526,0.80305263
0.6101024,3800.006784,63.3334464,27774.45703,1.27,12.705,0.99999947,0.14210526,0.80305263
0.61016027,3805.006752,63.4167792,27789.70313,1.27,11.97,0.99999947,0.14210526,0.80305263
0.61021813,3810.005856,63.5000976,27758.31836,1.27,11.635,0.99999947,0.14210526,0.80305263
0.61027599,3815.00496,63.583416,27784.74414,1.27,12.263,0.99999947,0.14210526,0.80305263
0.61033388,3820.006656,63.6667776,27800.43359,1.27,11.88,0.99999947,0.14210526,0.80305263
0.61039175,3825.006624,63.7501104,27805.14258,1.27,11.888,0.99999947,0.14210526,0.80305263
0.61044962,3830.006592,63.8334432,27855.50977,1.27,11.436,0.99999947,0.14210526,0.80305263
0.61050749,3835.00656,63.916776,27826.79102,1.27,11.184,0.99999947,0.14210526,0.80305263
0.61056528,3839.999616,63.9999936,27834.74609,1.27,11.132,0.99999947,0.14210526,0.80305263
0.61062322,3845.005632,64.0834272,27839.86523,1.27,11.246,0.99999947,0.14210526,0.80305263
0.61068111,3850.007328,64.1667888,27874.00195,1.27,11.144,0.99999947,0.14210526,0.80305263
0.61073897,3855.006432,64.2501072,27876.73828,1.27,10.755,0.99999947,0.14210526,0.80305263
0.61079684,3860.0064,64.33344,27866.03906,1.27,10.996,0.99999947,0.14210526,0.80305263
0.61085472,3865.007232,64.4167872,27892.63281,1.27,11.229,0.99999947,0.14210526,0.80305263
0.61091258,3870.006336,64.5001056,27857.85547,1.27,11.486,0.99999947,0.14210526,0.80305263
0.61097044,3875.00544,64.583424,27875.48438,1.27,11.194,0.99999947,0.14210526,0.80305263
0.61102832,3880.006272,64.6667712,27875.90234,1.27,11.163,0.99999947,0.14210526,0.80305263
0.61108619,3885.00624,64.750104,27906.76758,1.27,11.006,0.99999947,0.14210526,0.80305263
0.61114405,3890.005344,64.8334224,27888.78125,1.27,11.071,0.99999947,0.14210526,0.80305263
0.61120192,3895.005312,64.9167552,27905.08594,1.27,11.647,0.99999947,0.14210526,0.80305263
0.6112598,3900.006144,65.0001024,27945.59961,1.27,11.266,0.99999947,0.14210526,0.80305263
0.61131767,3905.006112,65.0834352,27893.6875,1.27,11.053,0.99999947,0.14210526,0.80305263
0.61137555,3910.006944,65.1667824,27922.6543,1.27,11.882,0.99999947,0.14210526,0.80305263
0.61143342,3915.006912,65.2501152,27944.94531,1.27,12.445,0.99999947,0.14210526,0.80305263
0.61149127,3920.005152,65.3334192,27934.88281,1.27,11.55,0.99999947,0.14210526,0.80305263
0.61154916,3925.006848,65.4167808,27923.04883,1.27,11.762,0.99999947,0.14210526,0.80305263
0.61160703,3930.006816,65.5001136,27931.64063,1.27,10.985,0.99999947,0.14210526,0.80305263
0.6116649,3935.006784,65.5834464,27949.69922,1.27,11.906,0.99999947,0.14210526,0.80305263
0.61172275,3940.005024,65.6667504,27923.73047,1.27,11.525,0.99999947,0.14210526,0.80305263
0.61178063,3945.005856,65.7500976,27947.49609,1.27,11.003,0.99999947,0.14210526,0.80305263
0.61183851,3950.006688,65.8334448,27943.24219,1.27,10.798,0.99999947,0.14210526,0.80305263
0.61189637,3955.005792,65.9167632,27950.95898,1.27,10.889,0.99999947,0.14210526,0.80305263
0.61195425,3960.006624,66.0001104,27964.27344,1.27,10.674,0.99999947,0.14210526,0.80305263
0.61201212,3965.006592,66.0834432,27954.55469,1.27,10.882,0.99999947,0.14210526,0.80305263
0.61206999,3970.00656,66.166776,27954.58789,1.27,10.905,0.99999947,0.14210526,0.80305263
0.61212787,3975.007392,66.2501232,27970.06445,1.27,11.136,0.99999947,0.14210526,0.80305263
0.61218573,3980.006496,66.3334416,27961.90039,1.27,11.163,0.99999947,0.14210526,0.80305263
0.61224362,3985.008192,66.4168032,27951.82813,1.27,11.061,0.99999947,0.14210526,0.80305263
0.61230147,3990.006432,66.5001072,27958.66211,1.27,11.278,0.99999947,0.14210526,0.80305263
0.61235934,3995.0064,66.58344,27976.89258,1.27,11.503,0.99999947,0.14210526,0.80305263
0.6124172,4000.005504,66.6667584,27958.68164,1.27,11.207,0.99999947,0.14210526,0.80305263
0.61247507,4005.005472,66.7500912,27980.34766,1.27,10.976,0.99999947,0.14210526,0.80305263
0.61253295,4010.006304,66.8334384,27973.66211,1.27,11.416,0.99999947,0.14210526,0.80305263
0.61259084,4015.008,66.9168,27966.37305,1.27,12.116,0.99999947,0.14210526,0.80305263
0.61264869,4020.00624,67.000104,27960.18359,1.27,11.915,0.99999947,0.14210526,0.80305263
0.61270655,4025.005344,67.0834224,27964.4707,1.27,11.482,0.99999947,0.14210526,0.80305263
0.61276442,4030.005312,67.1667552,27971.54297,1.27,11.461,0.99999947,0.14210526,0.80305263
0.6128223,4035.006144,67.2501024,27995.35156,1.27,11.318,0.99999947,0.14210526,0.80305263
0.61288017,4040.006112,67.3334352,27979.91211,1.27,12.84,0.99999947,0.14210526,0.80305263
0.61293805,4045.006944,67.4167824,27997.06641,1.27,12.582,0.99999947,0.14210526,0.80305263
0.6129959,4050.005184,67.5000864,27942.83008,1.27,11.658,0.99999947,0.14210526,0.80305263
0.61305379,4055.00688,67.583448,27996.20703,1.27,11.454,0.99999947,0.14210526,0.80305263
0.61311165,4060.005984,67.6667664,27989.5625,1.27,10.939,0.99999947,0.14210526,0.80305263
0.61316951,4065.005088,67.7500848,27989.55273,1.27,11.574,0.99999947,0.14210526,0.80305263
0.61322739,4070.00592,67.833432,28009.68555,1.27,11.093,0.99999947,0.14210526,0.80305263
0.61328525,4075.005024,67.9167504,28002.41602,1.27,11.32,0.99999947,0.14210526,0.80305263
0.61334317,4080.009312,68.0001552,27980.14648,1.27,11.418,0.99999947,0.14210526,0.80305263
0.61340101,4085.006688,68.0834448,28028.13281,1.27,11.235,0.99999947,0.14210526,0.80305263
0.61345889,4090.00752,68.166792,28032.86328,1.27,11.719,0.99999947,0.14210526,0.80305263
0.61351675,4095.006624,68.2501104,29823.23828,1.27,11.903,0.99999947,0.14210526,0.80305263
0.61357461,4100.005728,68.3334288,32160.01758,1.27,11.643,0.99999947,0.14210526,0.80305263
0.61363249,4105.00656,68.416776,31868.06836,1.27,11.137,0.99999947,0.14210526,0.80305263
0.61369035,4110.005664,68.5000944,31689.55859,1.27,11.478,0.99999947,0.14210526,0.80305263
0.61374823,4115.006496,68.5834416,31514.41992,1.27,11.165,0.99999947,0.14210526,0.80305263
0.6138061,4120.006464,68.6667744,31291.78125,1.27,10.887,0.99999947,0.14210526,0.80305263
