Day fraction since midnight on 5/7/2018,Time (sec),Time (min),Source Pressure (Pa),Turbidity Effluent (),Turbidimeter Influent (),BW Pump control (),Raw Water Pump control (),PAC Pump control ()
0.58197733,1370.000736,22.8333456,32495.47461,1.54,0.3377,0.99999947,0.14210526,0.80305263
0.58203521,1375.001568,22.9166928,32533.02344,1.54,0.4415,0.99999947,0.14210526,0.80305263
0.58209308,1380.001536,23.0000256,32629.04492,1.53,0.4414,0.99999947,0.14210526,0.80305263
0.58215096,1385.002368,23.0833728,32685.14648,1.52,0.4009,0.99999947,0.14210526,0.80305263
0.58220883,1390.002336,23.1667056,32750.01367,1.52,0.378,0.99999947,0.14210526,0.80305263
0.5822667,1395.002304,23.2500384,32808.375,1.52,0.3678,0.99999947,0.14210526,0.80305263
0.58232457,1400.002272,23.3333712,32884.39844,1.53,0.3586,0.99999947,0.14210526,0.80305263
0.58238243,1405.001376,23.4166896,32914.99609,1.55,0.3492,0.99999947,0.14210526,0.80305263
0.58244032,1410.003072,23.5000512,33000.06641,1.57,0.3358,0.99999947,0.14210526,0.80305263
0.58249818,1415.002176,23.5833696,33053.16406,1.58,0.4057,0.99999947,0.14210526,0.80305263
0.58255603,1420.000416,23.6666736,33117.46875,1.59,0.8602,0.99999947,0.14210526,0.80305263
0.58261391,1425.001248,23.7500208,33134.38281,1.67,1.0516,0.99999947,0.14210526,0.80305263
0.58267179,1430.00208,23.833368,33192.63281,2.84,1.1064,0.99999947,0.14210526,0.80305263
0.58272965,1435.001184,23.9166864,33241.07813,6.06,1.147,0.99999947,0.14210526,0.80305263
0.58278753,1440.002016,24.0000336,33298.04297,6.27,1.0049,0.99999947,0.14210526,0.80305263
0.58284541,1445.002848,24.0833808,33328.22656,5.41,0.797,0.99999947,0.14210526,0.80305263
0.58290328,1450.002816,24.1667136,33361.23438,4.62,0.6917,0.99999947,0.14210526,0.80305263
0.58296114,1455.00192,24.250032,33420.73828,4.05,0.6277,0.99999947,0.14210526,0.80305263
0.58301903,1460.003616,24.3333936,33440.88281,3.64,0.5383,0.99999947,0.14210526,0.80305263
0.58307688,1465.001856,24.4166976,33490.82031,3.36,0.4515,0.99999947,0.14210526,0.80305263
0.58313476,1470.002688,24.5000448,33541.97656,3.1,0.3936,0.99999947,0.14210526,0.80305263
0.58319262,1475.001792,24.5833632,33582.91016,2.85,0.3668,0.99999947,0.14210526,0.80305263
0.58325051,1480.003488,24.6667248,33597.46094,2.7,0.3311,0.99999947,0.14210526,0.80305263
0.58330836,1485.001728,24.7500288,33630.91016,2.57,0.3731,0.99999947,0.14210526,0.80305263
0.58336623,1490.001696,24.8333616,33694.125,2.42,0.3359,0.99999947,0.14210526,0.80305263
0.5834241,1495.001664,24.9166944,33726.46875,2.27,0.2887,0.99999947,0.14210526,0.80305263
0.58348198,1500.002496,25.0000416,33736.50391,2.12,0.2491,0.99999947,0.14210526,0.80305263
0.58353983,1505.000736,25.0833456,33785.81641,2.04,0.2172,0.99999947,0.14210526,0.80305263
0.58359772,1510.002432,25.1667072,33807.41797,2,0.2105,0.99999947,0.14210526,0.80305263
0.58365559,1515.0024,25.25004,33850.09766,1.99,0.1921,0.99999947,0.14210526,0.80305263
0.58371346,1520.002368,25.3333728,33871.53516,1.92,0.1752,0.99999947,0.14210526,0.80305263
0.58377133,1525.002336,25.4167056,33913.54688,1.92,0.1715,0.99999947,0.14210526,0.80305263
0.5838292,1530.002304,25.5000384,33942.87891,1.94,0.1675,0.99999947,0.14210526,0.80305263
0.58388706,1535.001408,25.5833568,34011.70703,1.95,0.1691,0.99999947,0.14210526,0.80305263
0.58394494,1540.00224,25.666704,34020.42969,1.91,0.1621,0.99999947,0.14210526,0.80305263
0.58400281,1545.002208,25.7500368,34034.78906,1.9,0.1592,0.99999947,0.14210526,0.80305263
0.58406067,1550.001312,25.8333552,34061.55469,1.89,0.1608,0.99999947,0.14210526,0.80305263
0.58411855,1555.002144,25.9167024,34071.50781,1.88,0.1759,0.99999947,0.14210526,0.80305263
0.58417642,1560.002112,26.0000352,34135.78906,1.83,0.1723,0.99999947,0.14210526,0.80305263
0.58423429,1565.00208,26.083368,34174.34375,1.81,0.164,0.99999947,0.14210526,0.80305263
0.58429216,1570.002048,26.1667008,34170.19531,1.81,0.1607,0.99999947,0.14210526,0.80305263
0.58435005,1575.003744,26.2500624,34205.86328,1.79,0.1582,0.99999947,0.14210526,0.80305263
0.5844079,1580.001984,26.3333664,34231.79297,1.78,0.1544,0.99999947,0.14210526,0.80305263
0.58446576,1585.001088,26.4166848,34246.95703,1.76,0.1583,0.99999947,0.14210526,0.80305263
0.58452363,1590.001056,26.5000176,34253.1875,1.77,0.1657,0.99999947,0.14210526,0.80305263
0.5845815,1595.001024,26.5833504,34309.1875,1.8,0.1646,0.99999947,0.14210526,0.80305263
0.5846394,1600.003584,26.6667264,34329.31641,1.78,0.1669,0.99999947,0.14210526,0.80305263
0.58469726,1605.002688,26.7500448,34331.04688,1.77,0.1739,0.99999947,0.14210526,0.80305263
0.58475514,1610.00352,26.833392,34371.99219,1.76,0.1736,0.99999947,0.14210526,0.80305263
0.58481299,1615.00176,26.916696,34381.41406,1.74,0.1668,0.99999947,0.14210526,0.80305263
0.58487088,1620.003456,27.0000576,34394.92188,1.73,0.1621,0.99999947,0.14210526,0.80305263
0.58492873,1625.001696,27.0833616,34430.49609,1.74,0.1583,0.99999947,0.14210526,0.80305263
0.58498659,1630.0008,27.16668,34460.94922,1.73,0.1558,0.99999947,0.14210526,0.80305263
0.58504447,1635.001632,27.2500272,34445.90625,1.68,0.1526,0.99999947,0.14210526,0.80305263
0.58510234,1640.0016,27.33336,34509.87891,1.66,0.1509,0.99999947,0.14210526,0.80305263
0.58516023,1645.003296,27.4167216,34498.90625,1.66,0.1517,0.99999947,0.14210526,0.80305263
0.58521808,1650.001536,27.5000256,34543.08984,1.68,0.152,0.99999947,0.14210526,0.80305263
0.58527595,1655.001504,27.5833584,34552.03906,1.7,0.1549,0.99999947,0.14210526,0.80305263
0.58533383,1660.002336,27.6667056,34563.17969,1.72,0.1619,0.99999947,0.14210526,0.80305263
0.58539169,1665.00144,27.750024,34560.38672,1.71,0.1732,0.99999947,0.14210526,0.80305263
0.58544958,1670.003136,27.8333856,34562.81641,1.71,0.1801,0.99999947,0.14210526,0.80305263
0.58550745,1675.003104,27.9167184,34573.48438,1.69,0.1792,0.99999947,0.14210526,0.80305263
0.58556532,1680.003072,28.0000512,34565.79297,1.67,0.1713,0.99999947,0.14210526,0.80305263
0.58562318,1685.002176,28.0833696,34557.41016,1.69,0.1652,0.99999947,0.14210526,0.80305263
0.58568105,1690.002144,28.1667024,34546.52734,1.71,0.1603,0.99999947,0.14210526,0.80305263
0.58573892,1695.002112,28.2500352,34578.01172,1.72,0.159,0.99999947,0.14210526,0.80305263
0.58579681,1700.003808,28.3333968,34547.78906,1.71,0.1592,0.99999947,0.14210526,0.80305263
0.58585469,1705.00464,28.416744,34552.04688,1.7,0.1638,0.99999947,0.14210526,0.80305263
0.58591253,1710.002016,28.5000336,34512.00781,1.66,0.1704,0.99999947,0.14210526,0.80305263
0.5859704,1715.001984,28.5833664,34520.5625,1.63,0.1791,0.99999947,0.14210526,0.80305263
0.58602828,1720.002816,28.6667136,34502.13281,1.64,0.1764,0.99999947,0.14210526,0.80305263
0.58608615,1725.002784,28.7500464,34480.45313,1.64,0.1723,0.99999947,0.14210526,0.80305263
0.58614402,1730.002752,28.8333792,34466.09766,1.64,0.1645,0.99999947,0.14210526,0.80305263
0.58620188,1735.001856,28.9166976,34485.85156,1.65,0.1585,0.99999947,0.14210526,0.80305263
0.58625976,1740.002688,29.0000448,34486.89844,1.67,0.1533,0.99999947,0.14210526,0.80305263
0.58631761,1745.000928,29.0833488,34443.79297,1.73,0.1496,0.99999947,0.14210526,0.80305263
0.58637548,1750.000896,29.1666816,34427.49219,1.74,0.1481,0.99999947,0.14210526,0.80305263
0.58643337,1755.002592,29.2500432,34401.98438,1.77,0.1489,0.99999947,0.14210526,0.80305263
0.58649124,1760.00256,29.333376,34406.9375,1.73,0.1502,0.99999947,0.14210526,0.80305263
0.58654911,1765.002528,29.4167088,34407.13281,1.71,0.1506,0.99999947,0.14210526,0.80305263
0.58660698,1770.002496,29.5000416,34401.08594,1.69,0.1505,0.99999947,0.14210526,0.80305263
0.58666484,1775.0016,29.58336,34382.46875,1.69,0.1491,0.99999947,0.14210526,0.80305263
0.58672274,1780.00416,29.666736,34340.72656,1.67,0.1476,0.99999947,0.14210526,0.80305263
0.5867806,1785.003264,29.7500544,34373.71484,1.64,0.1468,0.99999947,0.14210526,0.80305263
0.58683847,1790.003232,29.8333872,34349.89063,1.62,0.1484,0.99999947,0.14210526,0.80305263
0.58689633,1795.002336,29.9167056,34351.40234,1.62,0.1528,0.99999947,0.14210526,0.80305263
0.5869542,1800.002304,30.0000384,34326.52734,1.65,0.1551,0.99999947,0.14210526,0.80305263
0.58701207,1805.002272,30.0833712,34329.09766,1.66,0.158,0.99999947,0.14210526,0.80305263
0.58706993,1810.001376,30.1666896,34315.76563,1.67,0.1812,0.99999947,0.14210526,0.80305263
0.58712781,1815.002208,30.2500368,34293.08594,1.66,0.2213,0.99999947,0.14210526,0.80305263
0.58718567,1820.001312,30.3333552,34276.80469,1.63,0.3026,0.99999947,0.14210526,0.80305263
0.58724355,1825.002144,30.4167024,34306.57422,1.61,0.326,0.99999947,0.14210526,0.80305263
0.58730142,1830.002112,30.5000352,34268.21094,1.59,0.2783,0.99999947,0.14210526,0.80305263
0.58735929,1835.00208,30.583368,34245.26172,1.58,0.2496,0.99999947,0.14210526,0.80305263
0.58741716,1840.002048,30.6667008,34222.75,1.57,0.2183,0.99999947,0.14210526,0.80305263
0.58747504,1845.00288,30.750048,34244.24219,1.57,0.2009,0.99999947,0.14210526,0.80305263
0.58753292,1850.003712,30.8333952,34241.44922,1.55,0.5466,0.99999947,0.14210526,0.80305263
0.58759078,1855.002816,30.9167136,34192.35156,1.53,0.3765,0.99999947,0.14210526,0.80305263
0.58764865,1860.002784,31.0000464,34188.48047,1.51,0.2828,0.99999947,0.14210526,0.80305263
0.58770651,1865.001888,31.0833648,34180.11719,1.5,0.2391,0.99999947,0.14210526,0.80305263
0.58776437,1870.000992,31.1666832,33909.26563,1.5,0.1972,0.99999947,0.14210526,0.80305263
0.58782226,1875.002688,31.2500448,33914.14844,1.49,0.1694,0.99999947,0.14210526,0.80305263
0.58788012,1880.001792,31.3333632,33916.95703,1.48,0.1531,0.99999947,0.14210526,0.80305263
0.587938,1885.002624,31.4167104,33900.20313,1.46,0.1478,0.99999947,0.14210526,0.80305263
0.58799587,1890.002592,31.5000432,33896.61719,1.46,0.1382,0.99999947,0.14210526,0.80305263
0.58805376,1895.004288,31.5834048,33907.51953,1.45,0.132,0.99999947,0.14210526,0.80305263
0.58811162,1900.003392,31.6667232,33884.1875,1.46,0.1262,0.99999947,0.14210526,0.80305263
0.58816946,1905.000768,31.7500128,33876.46875,1.44,0.1306,0.99999947,0.14210526,0.80305263
0.58822735,1910.002464,31.8333744,33874.32031,1.43,0.1453,0.99999947,0.14210526,0.80305263
0.58828522,1915.002432,31.9167072,33871.125,1.42,0.1363,0.99999947,0.14210526,0.80305263
0.5883431,1920.003264,32.0000544,33866.19141,1.42,0.1307,0.99999947,0.14210526,0.80305263
0.58840098,1925.004096,32.0834016,33388.90625,1.4,0.1257,0.99999947,0.14210526,0.80305263
0.58845882,1930.001472,32.1666912,32092.60547,1.4,0.136,0.99999947,0.14210526,0.80305263
0.58851669,1935.00144,32.250024,30747.8457,1.39,0.1287,0.99999947,0.14210526,0.80305263
0.58857456,1940.001408,32.3333568,29512.86133,1.39,0.1224,0.99999947,0.14210526,0.80305263
0.58863244,1945.00224,32.416704,28673.19141,1.39,0.1209,0.99999947,0.14210526,0.80305263
0.58869032,1950.003072,32.5000512,27996.26172,1.38,0.1189,0.99999947,0.14210526,0.80305263
0.58874818,1955.002176,32.5833696,27196.02734,1.38,0.1174,0.99999947,0.14210526,0.80305263
0.58880604,1960.00128,32.666688,26359.74023,1.38,0.1202,0.99999947,0.14210526,0.80305263
0.58886392,1965.002112,32.7500352,25674.70703,1.37,0.118,0.99999947,0.14210526,0.80305263
0.5889218,1970.002944,32.8333824,25052.15234,1.37,0.1229,0.99999947,0.14210526,0.80305263
0.58897967,1975.002912,32.9167152,27850.10742,1.37,0.1196,0.99999947,0.14210526,0.80305263
0.58903752,1980.001152,33.0000192,29345.94727,1.37,0.1224,0.99999947,0.14210526,0.80305263
0.58909541,1985.002848,33.0833808,28558.69727,1.37,0.1237,0.99999947,0.14210526,0.80305263
0.58915327,1990.001952,33.1666992,27863.70898,1.38,0.1218,0.99999947,0.14210526,0.80305263
0.58921115,1995.002784,33.2500464,27101.20313,1.39,0.1264,0.99999947,0.14210526,0.80305263
0.58926902,2000.002752,33.3333792,26359.5,1.39,0.1376,0.99999947,0.14210526,0.80305263
0.58932688,2005.001856,33.4166976,25666.125,1.4,0.1335,0.99999947,0.14210526,0.80305263
0.58938476,2010.002688,33.5000448,26197.97852,1.4,0.1267,0.99999947,0.14210526,0.80305263
0.58944264,2015.00352,33.583392,29495.2207,1.4,0.1298,0.99999947,0.14210526,0.80305263
0.5895005,2020.002624,33.6667104,29068.80469,1.4,0.1281,0.99999947,0.14210526,0.80305263
0.58955837,2025.002592,33.7500432,28365.36328,1.4,0.1248,0.99999947,0.14210526,0.80305263
0.58961624,2030.00256,33.833376,27639.58398,1.4,0.1206,0.99999947,0.14210526,0.80305263
0.58967411,2035.002528,33.9167088,26869.11719,1.4,0.1783,0.99999947,0.14210526,0.80305263
0.58973198,2040.002496,34.0000416,26148.94531,1.4,0.168,0.99999947,0.14210526,0.80305263
0.58978985,2045.002464,34.0833744,25943.83594,1.4,0.1632,0.99999947,0.14210526,0.80305263
0.58984771,2050.001568,34.1666928,29219.16406,1.4,0.1454,0.99999947,0.14210526,0.80305263
0.58990558,2055.001536,34.2500256,29405.11719,1.4,0.1369,0.99999947,0.14210526,0.80305263
0.58996346,2060.002368,34.3333728,28653.62891,1.41,0.1314,0.99999947,0.14210526,0.80305263
0.59002132,2065.001472,34.4166912,27992.16992,1.41,0.1351,0.99999947,0.14210526,0.80305263
0.59007919,2070.00144,34.500024,28115.62891,1.41,0.1371,0.99999947,0.14210526,0.80305263
0.59013707,2075.002272,34.5833712,28260.36719,1.41,0.2305,0.99999947,0.14210526,0.80305263
0.59019495,2080.003104,34.6667184,28375.47266,1.41,0.4426,0.99999947,0.14210526,0.80305263
0.5902528,2085.001344,34.7500224,28485.02734,1.41,0.7078,0.99999947,0.14210526,0.80305263
0.59031069,2090.00304,34.833384,28598.38086,1.41,0.9596,0.99999947,0.14210526,0.80305263
0.59036855,2095.002144,34.9167024,28707.23047,1.42,1.2653,0.99999947,0.14210526,0.80305263
0.59042643,2100.002976,35.0000496,28821.59961,1.42,1.5168,0.99999947,0.14210526,0.80305263
0.59048428,2105.001216,35.0833536,28940.5293,1.41,1.6333,0.99999947,0.14210526,0.80305263
0.59054216,2110.002048,35.1667008,29060.88281,1.41,1.8359,0.99999947,0.14210526,0.80305263
0.59060003,2115.002016,35.2500336,29157.95117,1.41,1.9984,0.99999947,0.14210526,0.80305263
0.59065789,2120.00112,35.333352,29271.25,1.41,2.153,0.99999947,0.14210526,0.80305263
0.59071578,2125.002816,35.4167136,29396.56055,1.4,2.2249,0.99999947,0.14210526,0.80305263
0.59077365,2130.002784,35.5000464,29517.61133,1.4,2.3614,0.99999947,0.14210526,0.80305263
0.59083152,2135.002752,35.5833792,29614.6875,1.39,2.5802,0.99999947,0.14210526,0.80305263
0.5908894,2140.003584,35.6667264,29737.03711,1.39,2.6146,0.99999947,0.14210526,0.80305263
0.59094726,2145.002688,35.7500448,29853.55859,1.39,2.6578,0.99999947,0.14210526,0.80305263
0.59100514,2150.00352,35.833392,29956.36328,1.38,2.7241,0.99999947,0.14210526,0.80305263
0.591063,2155.002624,35.9167104,30091.87109,1.38,2.8366,0.99999947,0.14210526,0.80305263
0.59112087,2160.002592,36.0000432,30203.29102,1.38,2.8949,0.99999947,0.14210526,0.80305263
0.59117874,2165.00256,36.083376,30316.88086,1.37,2.9405,0.99999947,0.14210526,0.80305263
0.59123662,2170.003392,36.1667232,30434.13086,1.37,2.9935,0.99999947,0.14210526,0.80305263
0.59129447,2175.001632,36.2500272,30540.24414,1.37,3.0458,0.99999947,0.14210526,0.80305263
0.59135235,2180.002464,36.3333744,30632.42773,1.36,3.0284,0.99999947,0.14210526,0.80305263
0.5914102,2185.000704,36.4166784,30750.76367,1.36,3.0347,0.99999947,0.14210526,0.80305263
0.59146809,2190.0024,36.50004,30872.07227,1.36,3.0803,0.99999947,0.14210526,0.80305263
0.59152597,2195.003232,36.5833872,31010.82422,1.36,3.0815,0.99999947,0.14210526,0.80305263
0.59158382,2200.001472,36.6666912,31116.41602,1.35,3.1386,0.99999947,0.14210526,0.80305263
0.5916417,2205.002304,36.7500384,31233.91211,1.35,3.1641,0.99999947,0.14210526,0.80305263
0.59169956,2210.001408,36.8333568,31339.78516,1.35,3.2164,0.99999947,0.14210526,0.80305263
0.59175744,2215.00224,36.916704,31437.73438,1.35,3.2755,0.99999947,0.14210526,0.80305263
0.59181532,2220.003072,37.0000512,31553.09375,1.35,3.3043,0.99999947,0.14210526,0.80305263
0.59187318,2225.002176,37.0833696,31634.66016,1.35,3.3473,0.99999947,0.14210526,0.80305263
0.59193106,2230.003008,37.1667168,31727.93555,1.34,3.4014,0.99999947,0.14210526,0.80305263
0.59198892,2235.002112,37.2500352,31450.25781,1.34,3.3984,0.99999947,0.14210526,0.80305263
0.59204682,2240.004672,37.3334112,31471.82422,1.34,3.3926,0.99999947,0.14210526,0.80305263
0.59210467,2245.002912,37.4167152,31544.88867,1.33,3.4719,0.99999947,0.14210526,0.80305263
0.59216253,2250.002016,37.5000336,31674.14453,1.33,3.6108,0.99999947,0.14210526,0.80305263
0.59222041,2255.002848,37.5833808,31761.01367,1.33,3.6305,0.99999947,0.14210526,0.80305263
0.59227826,2260.001088,37.6666848,31802.33789,1.32,3.7681,0.99999947,0.14210526,0.80305263
0.59233614,2265.00192,37.750032,31907.30078,1.32,3.8572,0.99999947,0.14210526,0.80305263
0.59239404,2270.00448,37.833408,32001.83789,1.32,3.9105,0.99999947,0.14210526,0.80305263
0.59245189,2275.00272,37.916712,32069.14844,1.32,3.9451,0.99999947,0.14210526,0.80305263
0.59250977,2280.003552,38.0000592,32152.50391,1.31,3.9518,0.99999947,0.14210526,0.80305263
0.59256762,2285.001792,38.0833632,32234.54102,1.31,4.11,0.99999947,0.14210526,0.80305263
0.59262549,2290.00176,38.166696,32297.55273,1.31,4.2506,0.99999947,0.14210526,0.80305263
0.59268335,2295.000864,38.2500144,32367.70703,1.31,4.2721,0.99999947,0.14210526,0.80305263
0.59274124,2300.00256,38.333376,32408.73633,1.31,4.2554,0.99999947,0.14210526,0.80305263
0.59279911,2305.002528,38.4167088,32470.26563,1.3,4.3155,0.99999947,0.14210526,0.80305263
0.59285697,2310.001632,38.5000272,32530.86523,1.3,4.3344,0.99999947,0.14210526,0.80305263
0.59291486,2315.003328,38.5833888,32582.68945,1.3,4.5334,0.99999947,0.14210526,0.80305263
0.59297273,2320.003296,38.6667216,32655.59961,1.3,4.6041,0.99999947,0.14210526,0.80305263
0.59303058,2325.001536,38.7500256,32701.44922,1.3,5.1178,0.99999947,0.14210526,0.80305263
0.59308845,2330.001504,38.8333584,32750.96289,1.3,5.0926,0.99999947,0.14210526,0.80305263
0.59314633,2335.002336,38.9167056,32789.48438,1.3,5.0402,0.99999947,0.14210526,0.80305263
0.59320419,2340.00144,39.000024,32858.89453,1.3,4.9725,0.99999947,0.14210526,0.80305263
0.59326207,2345.002272,39.0833712,32915.67188,1.3,4.9862,0.99999947,0.14210526,0.80305263
0.59331995,2350.003104,39.1667184,32944.35938,1.3,4.959,0.99999947,0.14210526,0.80305263
0.59337782,2355.003072,39.2500512,32980.76172,1.3,4.9872,0.99999947,0.14210526,0.80305263
0.59343568,2360.002176,39.3333696,33030.45703,1.3,5.0446,0.99999947,0.14210526,0.80305263
0.59349355,2365.002144,39.4167024,33053.1875,1.3,5.1553,0.99999947,0.14210526,0.80305263
0.59355143,2370.002976,39.5000496,33091.76953,1.3,5.1209,0.99999947,0.14210526,0.80305263
0.59360929,2375.00208,39.583368,33134.76953,1.3,5.17,0.99999947,0.14210526,0.80305263
0.59366715,2380.001184,39.6666864,33191.09766,1.3,5.2155,0.99999947,0.14210526,0.80305263
0.59372502,2385.001152,39.7500192,33198.42578,1.3,5.3309,0.99999947,0.14210526,0.80305263
0.59378291,2390.002848,39.8333808,33237.63281,1.3,5.4226,0.99999947,0.14210526,0.80305263
0.5938408,2395.004544,39.9167424,33286.44141,1.3,5.4324,0.99999947,0.14210526,0.80305263
0.59389866,2400.003648,40.0000608,33323.49609,1.3,5.4909,0.99999947,0.14210526,0.80305263
0.5939565,2405.001024,40.0833504,33363.14453,1.3,5.48,0.99999947,0.14210526,0.80305263
0.59401439,2410.00272,40.166712,33404.25781,1.3,5.5853,0.99999947,0.14210526,0.80305263
0.59407226,2415.002688,40.2500448,33419.92578,1.3,5.574,0.99999947,0.14210526,0.80305263
0.59413015,2420.004384,40.3334064,33459.54297,1.3,5.6317,0.99999947,0.14210526,0.80305263
0.59418799,2425.00176,40.416696,33480.92969,1.3,5.6156,0.99999947,0.14210526,0.80305263
0.59424586,2430.001728,40.5000288,33514.17188,1.3,5.5686,0.99999947,0.14210526,0.80305263
0.59430374,2435.00256,40.583376,33507.72656,1.3,5.6213,0.99999947,0.14210526,0.80305263
0.59436162,2440.003392,40.6667232,33562.37109,1.3,5.6421,0.99999947,0.14210526,0.80305263
0.59441949,2445.00336,40.750056,33611.92969,1.3,5.5879,0.99999947,0.14210526,0.80305263
0.59447734,2450.0016,40.83336,33600.11719,1.29,5.6238,0.99999947,0.14210526,0.80305263
0.59453522,2455.002432,40.9167072,33653.43359,1.29,5.6664,0.99999947,0.14210526,0.80305263
0.59459308,2460.001536,41.0000256,33660.43359,1.29,5.6871,0.99999947,0.14210526,0.80305263
0.59465097,2465.003232,41.0833872,33709.98438,1.29,5.6877,0.99999947,0.14210526,0.80305263
0.59470884,2470.0032,41.16672,33739.80469,1.29,5.774,0.99999947,0.14210526,0.80305263
0.5947667,2475.002304,41.2500384,33768.25391,1.29,5.8145,0.99999947,0.14210526,0.80305263
0.59482456,2480.001408,41.3333568,33779.80859,1.29,5.8186,0.99999947,0.14210526,0.80305263
0.59488244,2485.00224,41.416704,33822.64453,1.29,5.856,0.99999947,0.14210526,0.80305263
0.59494032,2490.003072,41.5000512,33835.08984,1.29,5.9174,0.99999947,0.14210526,0.80305263
0.59499819,2495.00304,41.583384,33855.69922,1.29,5.9413,0.99999947,0.14210526,0.80305263
0.59505606,2500.003008,41.6667168,33891.91016,1.29,5.8802,0.99999947,0.14210526,0.80305263
0.59511391,2505.001248,41.7500208,33905.60547,1.29,5.8857,0.99999947,0.14210526,0.80305263
0.59517182,2510.004672,41.8334112,33905.8125,1.29,5.825,0.99999947,0.14210526,0.80305263
0.59522967,2515.002912,41.9167152,33942.89063,1.29,5.8716,0.99999947,0.14210526,0.80305263
0.59528753,2520.002016,42.0000336,33994.30078,1.29,5.983,0.99999947,0.14210526,0.80305263
0.59534541,2525.002848,42.0833808,33989.33203,1.29,5.9309,0.99999947,0.14210526,0.80305263
0.59540327,2530.001952,42.1666992,33997.09375,1.29,5.9684,0.99999947,0.14210526,0.80305263
0.59546115,2535.002784,42.2500464,34030.66797,1.29,5.9606,0.99999947,0.14210526,0.80305263
0.59551903,2540.003616,42.3333936,34054.75,1.29,5.9958,0.99999947,0.14210526,0.80305263
0.59557689,2545.00272,42.416712,34071.68359,1.29,6.042,0.99999947,0.14210526,0.80305263
0.59563475,2550.001824,42.5000304,34107.88672,1.29,6.1546,0.99999947,0.14210526,0.80305263
0.59569263,2555.002656,42.5833776,34118.83203,1.29,6.1472,0.99999947,0.14210526,0.80305263
0.59575051,2560.003488,42.6667248,34146.23828,1.29,6.0497,0.99999947,0.14210526,0.80305263
0.59580838,2565.003456,42.7500576,34131.01172,1.29,6.1251,0.99999947,0.14210526,0.80305263
0.59586625,2570.003424,42.8333904,34180.53125,1.29,6.6394,0.99999947,0.14210526,0.80305263
0.59592411,2575.002528,42.9167088,34188.52734,1.29,6.4976,0.99999947,0.14210526,0.80305263
0.59598199,2580.00336,43.000056,34191.46875,1.29,6.376,0.99999947,0.14210526,0.80305263
0.59603985,2585.002464,43.0833744,34207.57031,1.29,6.3198,0.99999947,0.14210526,0.80305263
0.59609773,2590.003296,43.1667216,34210.31641,1.29,6.3042,0.99999947,0.14210526,0.80305263
0.59615559,2595.0024,43.25004,34239.44141,1.29,6.2838,0.99999947,0.14210526,0.80305263
0.59621347,2600.003232,43.3333872,34272.50391,1.29,6.3848,0.99999947,0.14210526,0.80305263
0.59627135,2605.004064,43.4167344,34279.16016,1.29,6.3148,0.99999947,0.14210526,0.80305263
0.5963292,2610.002304,43.5000384,34315.82422,1.29,6.3287,0.99999947,0.14210526,0.80305263
0.59638708,2615.003136,43.5833856,34313.03906,1.29,6.4135,0.99999947,0.14210526,0.80305263
0.59644496,2620.003968,43.6667328,34344.50391,1.29,6.3566,0.99999947,0.14210526,0.80305263
0.59650283,2625.003936,43.7500656,34361.68359,1.29,6.3553,0.99999947,0.14210526,0.80305263
0.5965607,2630.003904,43.8333984,34353.12891,1.28,6.3093,0.99999947,0.14210526,0.80305263
0.59661858,2635.004736,43.9167456,34379.28906,1.28,6.3721,0.99999947,0.14210526,0.80305263
0.59667645,2640.004704,44.0000784,34394.65625,1.28,6.4786,0.99999947,0.14210526,0.80305263
0.59673431,2645.003808,44.0833968,34411.86328,1.28,6.4507,0.99999947,0.14210526,0.80305263
0.59679218,2650.003776,44.1667296,34392.96094,1.28,6.5034,0.99999947,0.14210526,0.80305263
0.59685004,2655.00288,44.250048,34434.74609,1.28,6.554,0.99999947,0.14210526,0.80305263
0.59690792,2660.003712,44.3333952,34454.55859,1.28,6.5306,0.99999947,0.14210526,0.80305263
0.59696579,2665.00368,44.416728,34460.70703,1.28,6.5572,0.99999947,0.14210526,0.80305263
0.59702365,2670.002784,44.5000464,34463.52344,1.28,6.5449,0.99999947,0.14210526,0.80305263
0.59708154,2675.00448,44.583408,34502.33203,1.28,6.5499,0.99999947,0.14210526,0.80305263
0.59713941,2680.004448,44.6667408,34533.66016,1.28,6.5272,0.99999947,0.14210526,0.80305263
0.59719729,2685.00528,44.750088,34508.80469,1.28,6.5277,0.99999947,0.14210526,0.80305263
0.59725514,2690.00352,44.833392,34538.39063,1.28,6.4957,0.99999947,0.14210526,0.80305263
0.59731302,2695.004352,44.9167392,34551.61328,1.28,6.5525,0.99999947,0.14210526,0.80305263
0.59737087,2700.002592,45.0000432,34540.25781,1.28,6.6321,0.99999947,0.14210526,0.80305263
0.59742876,2705.004288,45.0834048,34570.27734,1.28,6.708,0.99999947,0.14210526,0.80305263
0.59748666,2710.006848,45.1667808,34603.99219,1.28,6.777,0.99999947,0.14210526,0.80305263
0.59754449,2715.00336,45.250056,34581.23828,1.28,6.6784,0.99999947,0.14210526,0.80305263
0.59760237,2720.004192,45.3334032,34607.15625,1.28,6.7235,0.99999947,0.14210526,0.80305263
0.59766024,2725.00416,45.416736,34597.56641,1.28,6.7056,0.99999947,0.14210526,0.80305263
0.59771811,2730.004128,45.5000688,34624.07031,1.28,6.7183,0.99999947,0.14210526,0.80305263
0.59777599,2735.00496,45.583416,34634.00781,1.28,6.6942,0.99999947,0.14210526,0.80305263
