Day fraction since midnight on 5/8/2018,Sec,Min,Source Pressure (Pa),Turbidity Effluent (),Turbidimeter Influent (),BW Pump control (),Raw Water Pump control (),PAC Pump control ()
0.49134897,1345.000896,22.4166816,32671.87695,1.27,7.756,0.99999947,0.14210526,0.80305263
0.49140684,1350.000864,22.5000144,32677.85742,1.27,7.8488,0.99999947,0.14210526,0.80305263
0.49146471,1355.000832,22.5833472,32663.50781,1.27,7.772,0.99999947,0.14210526,0.80305263
0.49152257,1359.999936,22.6666656,32672.68945,1.27,7.7653,0.99999947,0.14210526,0.80305263
0.49158044,1364.999904,22.7499984,32687.50195,1.27,7.6431,0.99999947,0.14210526,0.80305263
0.49163831,1369.999872,22.8333312,32711.28906,1.27,7.7096,0.99999947,0.14210526,0.80305263
0.49169619,1375.000704,22.9166784,32721.35742,1.27,7.844,0.99999947,0.14210526,0.80305263
0.49175399,1379.994624,22.9999104,32716.41602,1.27,7.9042,0.99999947,0.14210526,0.80305263
0.49181193,1385.00064,23.083344,32730.12305,1.27,7.9253,0.99999947,0.14210526,0.80305263
0.49186981,1390.001472,23.1666912,32740.82227,1.27,7.8401,0.99999947,0.14210526,0.80305263
0.49192765,1394.998848,23.2499808,32750.7168,1.27,7.7867,0.99999947,0.14210526,0.80305263
0.49198554,1400.000544,23.3333424,32786.48047,1.27,7.786,0.99999947,0.14210526,0.80305263
0.49204342,1405.001376,23.4166896,32775.29688,1.27,7.8428,0.99999947,0.14210526,0.80305263
0.49210129,1410.001344,23.5000224,32793.30078,1.27,7.7436,0.99999947,0.14210526,0.80305263
0.49215915,1415.000448,23.5833408,32795.50391,1.27,7.799,0.99999947,0.14210526,0.80305263
0.49221699,1419.997824,23.6666304,32812.13672,1.27,7.7794,0.99999947,0.14210526,0.80305263
0.4922749,1425.001248,23.7500208,32821.59375,1.27,7.8976,0.99999947,0.14210526,0.80305263
0.49233276,1430.000352,23.8333392,32820.95313,1.27,7.7309,0.99999947,0.14210526,0.80305263
0.49239064,1435.001184,23.9166864,32840.25391,1.27,7.7926,0.99999947,0.14210526,0.80305263
0.49244847,1439.997696,23.9999616,32865.97266,1.27,7.9363,0.99999947,0.14210526,0.80305263
0.49250637,1445.000256,24.0833376,32871.10938,1.27,7.9786,0.99999947,0.14210526,0.80305263
0.49256421,1449.997632,24.1666272,32835.95703,1.27,8.1179,0.99999947,0.14210526,0.80305263
0.49262212,1455.001056,24.2500176,32870.44531,1.27,8.0425,0.99999947,0.14210526,0.80305263
0.49268,1460.001888,24.3333648,32857.80859,1.27,7.9623,0.99999947,0.14210526,0.80305263
0.49273786,1465.000992,24.4166832,32890.37109,1.27,8.0555,0.99999947,0.14210526,0.80305263
0.49279572,1470.000096,24.5000016,32925.69922,1.27,7.9139,0.99999947,0.14210526,0.80305263
0.49285361,1475.001792,24.5833632,32925.67969,1.27,7.9748,0.99999947,0.14210526,0.80305263
0.49291147,1480.000896,24.6666816,32916.71875,1.27,7.7267,0.99999947,0.14210526,0.80305263
0.49296933,1485,24.75,32961.48438,1.27,7.7739,0.99999947,0.14210526,0.80305263
0.49302721,1490.000832,24.8333472,32914.77734,1.27,7.9001,0.99999947,0.14210526,0.80305263
0.49308508,1495.0008,24.91668,32933.41406,1.27,7.9067,0.99999947,0.14210526,0.80305263
0.49314295,1500.000768,25.0000128,32933.61328,1.27,7.7094,0.99999947,0.14210526,0.80305263
0.49320083,1505.0016,25.08336,32957.84766,1.27,7.9822,0.99999947,0.14210526,0.80305263
0.49325869,1510.000704,25.1666784,32966.40234,1.27,7.8959,0.99999947,0.14210526,0.80305263
0.49331657,1515.001536,25.2500256,32970.86328,1.27,7.8235,0.99999947,0.14210526,0.80305263
0.49337444,1520.001504,25.3333584,32972.37109,1.27,7.8264,0.99999947,0.14210526,0.80305263
0.49343231,1525.001472,25.4166912,32963.23828,1.27,7.8576,0.99999947,0.14210526,0.80305263
0.49349017,1530.000576,25.5000096,32984.22266,1.27,7.8949,0.99999947,0.14210526,0.80305263
0.49354806,1535.002272,25.5833712,32979.91406,1.27,7.8999,0.99999947,0.14210526,0.80305263
0.49360587,1539.997056,25.6666176,33011.44531,1.27,7.8021,0.99999947,0.14210526,0.80305263
0.49366377,1544.999616,25.7499936,33009.50781,1.27,7.8598,0.99999947,0.14210526,0.80305263
0.49372166,1550.001312,25.8333552,33004.56641,1.27,8.1025,0.99999947,0.14210526,0.80305263
0.49377952,1555.000416,25.9166736,32989.10547,1.27,7.9833,0.99999947,0.14210526,0.80305263
0.49383739,1560.000384,26.0000064,33021.04688,1.27,7.8452,0.99999947,0.14210526,0.80305263
0.49389529,1565.002944,26.0833824,33009.91406,1.27,8.002,0.99999947,0.14210526,0.80305263
0.49395314,1570.001184,26.1666864,33042.70703,1.27,8.1717,0.99999947,0.14210526,0.80305263
0.49401101,1575.001152,26.2500192,33023.40625,1.27,7.9208,0.99999947,0.14210526,0.80305263
0.49406889,1580.001984,26.3333664,33042.04688,1.27,8.039,0.99999947,0.14210526,0.80305263
0.49412676,1585.001952,26.4166992,33063.66797,1.27,7.7853,0.99999947,0.14210526,0.80305263
0.49418463,1590.00192,26.500032,33076.70703,1.27,7.6664,0.99999947,0.14210526,0.80305263
0.49424249,1595.001024,26.5833504,33026.83594,1.27,7.6176,0.99999947,0.14210526,0.80305263
0.49430035,1600.000128,26.6666688,33050.14453,1.27,7.776,0.99999947,0.14210526,0.80305263
0.49435824,1605.001824,26.7500304,33063.44531,1.27,7.7505,0.99999947,0.14210526,0.80305263
0.49441609,1610.000064,26.8333344,33070.12109,1.27,7.8567,0.99999947,0.14210526,0.80305263
0.49447396,1615.000032,26.9166672,33050.86328,1.27,7.7764,0.99999947,0.14210526,0.80305263
0.49453184,1620.000864,27.0000144,33076.74609,1.27,7.7057,0.99999947,0.14210526,0.80305263
0.4945897,1624.999968,27.0833328,33059.37109,1.27,7.8327,0.99999947,0.14210526,0.80305263
0.49464757,1629.999936,27.1666656,33096.66406,1.27,7.7754,0.99999947,0.14210526,0.80305263
0.49470545,1635.000768,27.2500128,33110.60547,1.27,7.6717,0.99999947,0.14210526,0.80305263
0.49476331,1639.999872,27.3333312,33083.17188,1.27,7.6769,0.99999947,0.14210526,0.80305263
0.49482119,1645.000704,27.4166784,33103.08594,1.27,7.8428,0.99999947,0.14210526,0.80305263
0.49487907,1650.001536,27.5000256,33097.30469,1.27,7.8827,0.99999947,0.14210526,0.80305263
0.49493694,1655.001504,27.5833584,33094.74219,1.27,7.7693,0.99999947,0.14210526,0.80305263
0.49499479,1659.999744,27.6666624,33115.29688,1.27,7.7873,0.99999947,0.14210526,0.80305263
0.49505267,1665.000576,27.7500096,33117.47266,1.27,7.8199,0.99999947,0.14210526,0.80305263
0.49511056,1670.002272,27.8333712,33127.07422,1.27,7.7235,0.99999947,0.14210526,0.80305263
0.4951684,1674.999648,27.9166608,33124.27344,1.27,7.7006,0.99999947,0.14210526,0.80305263
0.49522629,1680.001344,28.0000224,33100.98438,1.27,7.6327,0.99999947,0.14210526,0.80305263
0.49528415,1685.000448,28.0833408,33146.16016,1.27,7.6139,0.99999947,0.14210526,0.80305263
0.49534202,1690.000416,28.1666736,33135.89844,1.27,7.6286,0.99999947,0.14210526,0.80305263
0.49539989,1695.000384,28.2500064,33121.33594,1.27,7.6614,0.99999947,0.14210526,0.80305263
0.49545777,1700.001216,28.3333536,33152.41016,1.27,7.6575,0.99999947,0.14210526,0.80305263
0.49551564,1705.001184,28.4166864,33136.95313,1.27,7.6667,0.99999947,0.14210526,0.80305263
0.4955735,1710.000288,28.5000048,33144.46094,1.27,7.7371,0.99999947,0.14210526,0.80305263
0.49563138,1715.00112,28.583352,33169.04297,1.27,7.8215,0.99999947,0.14210526,0.80305263
0.49568925,1720.001088,28.6666848,33137.16016,1.27,7.8418,0.99999947,0.14210526,0.80305263
0.49574712,1725.001056,28.7500176,33148.70703,1.27,7.8495,0.99999947,0.14210526,0.80305263
0.49580498,1730.00016,28.833336,33175.29688,1.27,7.8515,0.99999947,0.14210526,0.80305263
0.49586287,1735.001856,28.9166976,33169.46875,1.27,7.8943,0.99999947,0.14210526,0.80305263
0.49592072,1740.000096,29.0000016,33185.08594,1.27,7.8487,0.99999947,0.14210526,0.80305263
0.4959786,1745.000928,29.0833488,33149.13672,1.27,7.8508,0.99999947,0.14210526,0.80305263
0.49603646,1750.000032,29.1666672,33183.17188,1.27,7.9421,0.99999947,0.14210526,0.80305263
0.49609434,1755.000864,29.2500144,33149.1875,1.27,7.8804,0.99999947,0.14210526,0.80305263
0.49615222,1760.001696,29.3333616,33184.04688,1.27,7.7882,0.99999947,0.14210526,0.80305263
0.49621007,1764.999936,29.4166656,33201.24219,1.27,7.9387,0.99999947,0.14210526,0.80305263
0.49626795,1770.000768,29.5000128,33212.75781,1.27,7.8993,0.99999947,0.14210526,0.80305263
0.49632583,1775.0016,29.58336,33196.90625,1.27,7.8405,0.99999947,0.14210526,0.80305263
0.49638369,1780.000704,29.6666784,33183.91016,1.27,7.7736,0.99999947,0.14210526,0.80305263
0.49644157,1785.001536,29.7500256,33186.83594,1.27,7.6765,0.99999947,0.14210526,0.80305263
0.49649944,1790.001504,29.8333584,33196.49609,1.27,7.7635,0.99999947,0.14210526,0.80305263
0.49655729,1794.999744,29.9166624,33218.08984,1.27,7.7982,0.99999947,0.14210526,0.80305263
0.49661519,1800.002304,30.0000384,33212.11328,1.27,7.891,0.99999947,0.14210526,0.80305263
0.49667303,1804.99968,30.083328,33223.04297,1.27,7.9711,0.99999947,0.14210526,0.80305263
0.4967309,1809.999648,30.1666608,33260.76172,1.27,7.9628,0.99999947,0.14210526,0.80305263
0.49678879,1815.001344,30.2500224,33260.57031,1.27,7.8132,0.99999947,0.14210526,0.80305263
0.49684666,1820.001312,30.3333552,33206.73438,1.27,7.8543,0.99999947,0.14210526,0.80305263
0.49690452,1825.000416,30.4166736,33200.77344,1.27,8.0669,0.99999947,0.14210526,0.80305263
0.49696239,1830.000384,30.5000064,33157.9375,1.27,7.8945,0.99999947,0.14210526,0.80305263
0.49702026,1835.000352,30.5833392,33124.73828,1.27,7.8845,0.99999947,0.14210526,0.80305263
0.49707812,1839.999456,30.6666576,33067.47656,1.27,7.6648,0.99999947,0.14210526,0.80305263
0.497136,1845.000288,30.7500048,33077.375,1.27,7.8094,0.99999947,0.14210526,0.80305263
0.49719388,1850.00112,30.833352,33004.20703,1.27,7.8763,0.99999947,0.14210526,0.80305263
0.49725176,1855.001952,30.9166992,32998.98438,1.27,7.7553,0.99999947,0.14210526,0.80305263
0.49730962,1860.001056,31.0000176,32952.94922,1.27,7.873,0.99999947,0.14210526,0.80305263
0.4973675,1865.001888,31.0833648,32909.03906,1.27,7.8204,0.99999947,0.14210526,0.80305263
0.49742537,1870.001856,31.1666976,32876.37891,1.27,7.8665,0.99999947,0.14210526,0.80305263
0.49748323,1875.00096,31.250016,32827.5625,1.27,7.8691,0.99999947,0.14210526,0.80305263
0.49754109,1880.000064,31.3333344,32821.79297,1.27,7.7351,0.99999947,0.14210526,0.80305263
0.49759897,1885.000896,31.4166816,32764.00391,1.27,7.7003,0.99999947,0.14210526,0.80305263
0.49765685,1890.001728,31.5000288,32714.27734,1.27,7.69,0.99999947,0.14210526,0.80305263
0.49771471,1895.000832,31.5833472,32678.94336,1.27,7.7875,0.99999947,0.14210526,0.80305263
0.49777258,1900.0008,31.66668,32642.25,1.27,7.68,0.99999947,0.14210526,0.80305263
0.49783044,1904.999904,31.7499984,32640.17969,1.27,7.6642,0.99999947,0.14210526,0.80305263
0.49788833,1910.0016,31.83336,32598.10352,1.27,7.7422,0.99999947,0.14210526,0.80305263
0.49794618,1914.99984,31.916664,32561.55664,1.27,7.6013,0.99999947,0.14210526,0.80305263
0.49800406,1920.000672,32.0000112,32522.54688,1.27,7.7247,0.99999947,0.14210526,0.80305263
0.49806194,1925.001504,32.0833584,32486.48828,1.27,7.7019,0.99999947,0.14210526,0.80305263
0.49811981,1930.001472,32.1666912,32452.24023,1.27,7.6032,0.99999947,0.14210526,0.80305263
0.49817766,1934.999712,32.2499952,32439.39453,1.27,7.7499,0.99999947,0.14210526,0.80305263
0.49823553,1939.99968,32.333328,32375.32813,1.27,7.7658,0.99999947,0.14210526,0.80305263
0.49829342,1945.001376,32.4166896,32346.39844,1.27,7.6033,0.99999947,0.14210526,0.80305263
0.49835128,1950.00048,32.500008,32290.24219,1.27,7.575,0.99999947,0.14210526,0.80305263
0.49840916,1955.001312,32.5833552,32278.71484,1.27,7.6621,0.99999947,0.14210526,0.80305263
0.49846703,1960.00128,32.666688,32237.93945,1.27,7.7048,0.99999947,0.14210526,0.80305263
0.49852488,1964.99952,32.749992,32180.79492,1.27,7.897,0.99999947,0.14210526,0.80305263
0.49858277,1970.001216,32.8333536,32150.59961,1.27,7.9011,0.99999947,0.14210526,0.80305263
0.49864063,1975.00032,32.916672,32148.02344,1.27,7.8234,0.99999947,0.14210526,0.80305263
0.49869852,1980.002016,33.0000336,32106.14648,1.27,7.8318,0.99999947,0.14210526,0.80305263
0.49875637,1985.000256,33.0833376,32067.44727,1.27,7.7651,0.99999947,0.14210526,0.80305263
0.49881425,1990.001088,33.1666848,32004.5957,1.27,7.6425,0.99999947,0.14210526,0.80305263
0.49887211,1995.000192,33.2500032,31962.59961,1.27,7.7461,0.99999947,0.14210526,0.80305263
0.49892998,2000.00016,33.333336,31920.80664,1.27,7.773,0.99999947,0.14210526,0.80305263
0.49898786,2005.000992,33.4166832,31905.85547,1.27,7.911,0.99999947,0.14210526,0.80305263
0.49904576,2010.003552,33.5000592,31894.63867,1.27,7.9226,0.99999947,0.14210526,0.80305263
0.4991036,2015.000928,33.5833488,31829.13867,1.27,7.8375,0.99999947,0.14210526,0.80305263
0.49916147,2020.000896,33.6666816,31798.9043,1.27,7.735,0.99999947,0.14210526,0.80305263
0.49921933,2025,33.75,31776.18555,1.27,7.8878,0.99999947,0.14210526,0.80305263
0.49927721,2030.000832,33.8333472,31754.48047,1.27,7.6928,0.99999947,0.14210526,0.80305263
0.49933508,2035.0008,33.91668,31714.08398,1.27,7.9745,0.99999947,0.14210526,0.80305263
0.49939294,2039.999904,33.9999984,31671.38867,1.27,7.6914,0.99999947,0.14210526,0.80305263
0.49945084,2045.002464,34.0833744,31636.22656,1.27,7.6353,0.99999947,0.14210526,0.80305263
0.49950869,2050.000704,34.1666784,31583.24805,1.27,7.6725,0.99999947,0.14210526,0.80305263
0.49956657,2055.001536,34.2500256,31573.41406,1.27,7.6437,0.99999947,0.14210526,0.80305263
0.49962437,2059.995456,34.3332576,31532.86914,1.27,7.8886,0.99999947,0.14210526,0.80305263
0.4996823,2065.000608,34.4166768,31474.33984,1.27,7.7857,0.99999947,0.14210526,0.80305263
0.49974016,2069.999712,34.4999952,31457.41406,1.27,7.8645,0.99999947,0.14210526,0.80305263
0.49979804,2075.000544,34.5833424,31434.01758,1.27,7.7569,0.99999947,0.14210526,0.80305263
0.49985592,2080.001376,34.6666896,31405.36914,1.27,7.6377,0.99999947,0.14210526,0.80305263
0.4999138,2085.002208,34.7500368,31371.10156,1.27,7.6196,0.99999947,0.14210526,0.80305263
0.49997166,2090.001312,34.8333552,31327.59961,1.27,7.6065,0.99999947,0.14210526,0.80305263
0.50002953,2095.00128,34.916688,31310.22266,1.27,7.709,0.99999947,0.14210526,0.80305263
0.5000874,2100.001248,35.0000208,31257.47266,1.27,7.7353,0.99999947,0.14210526,0.80305263
0.50014526,2105.000352,35.0833392,31226.78125,1.27,7.712,0.99999947,0.14210526,0.80305263
0.5002031,2109.997728,35.1666288,31222.3457,1.27,7.6606,0.99999947,0.14210526,0.80305263
0.50026101,2115.001152,35.2500192,31166.54883,1.27,7.7741,0.99999947,0.14210526,0.80305263
0.50031888,2120.00112,35.333352,31144.52344,1.27,7.8699,0.99999947,0.14210526,0.80305263
0.50037674,2125.000224,35.4166704,31105.95313,1.27,8.022,0.99999947,0.14210526,0.80305263
0.50043463,2130.00192,35.500032,31056.63477,1.27,7.9347,0.99999947,0.14210526,0.80305263
0.50049249,2135.001024,35.5833504,31054.70703,1.27,7.9138,0.99999947,0.14210526,0.80305263
0.50055035,2140.000128,35.6666688,31021.01758,1.27,8.0831,0.99999947,0.14210526,0.80305263
0.50060823,2145.00096,35.750016,30995.37305,1.27,8.1908,0.99999947,0.14210526,0.80305263
0.5006661,2150.000928,35.8333488,30964.67383,1.27,7.9157,0.99999947,0.14210526,0.80305263
0.50072399,2155.002624,35.9167104,30942.1582,1.27,7.8134,0.99999947,0.14210526,0.80305263
0.50078185,2160.001728,36.0000288,30910.78125,1.27,7.767,0.99999947,0.14210526,0.80305263
0.50083972,2165.001696,36.0833616,30878.11719,1.27,7.702,0.99999947,0.14210526,0.80305263
0.50089759,2170.001664,36.1666944,30852.36914,1.27,7.7408,0.99999947,0.14210526,0.80305263
0.50095546,2175.001632,36.2500272,30801.05078,1.27,7.8551,0.99999947,0.14210526,0.80305263
0.50101334,2180.002464,36.3333744,30806.96094,1.27,8.0358,0.99999947,0.14210526,0.80305263
0.50107119,2185.000704,36.4166784,30759.74805,1.27,7.9996,0.99999947,0.14210526,0.80305263
0.50112907,2190.001536,36.5000256,30723.31445,1.27,7.9217,0.99999947,0.14210526,0.80305263
0.50118693,2195.00064,36.583344,30719.04688,1.27,8.0297,0.99999947,0.14210526,0.80305263
0.50124479,2199.999744,36.6666624,30665.39063,1.27,7.7459,0.99999947,0.14210526,0.80305263
0.50130267,2205.000576,36.7500096,30647.61133,1.27,7.7871,0.99999947,0.14210526,0.80305263
0.50136054,2210.000544,36.8333424,30648.06445,1.27,7.8338,0.99999947,0.14210526,0.80305263
0.50141842,2215.001376,36.9166896,30625.38867,1.27,7.7537,0.99999947,0.14210526,0.80305263
0.50147629,2220.001344,37.0000224,30581.59961,1.27,7.8336,0.99999947,0.14210526,0.80305263
0.50153415,2225.000448,37.0833408,30554.17578,1.27,7.8444,0.99999947,0.14210526,0.80305263
0.50159202,2230.000416,37.1666736,30499.50977,1.27,7.7096,0.99999947,0.14210526,0.80305263
0.50164988,2234.99952,37.249992,30516.64648,1.27,7.5897,0.99999947,0.14210526,0.80305263
0.50170776,2240.000352,37.3333392,30495.25781,1.27,7.5337,0.99999947,0.14210526,0.80305263
0.50176566,2245.002912,37.4167152,30474.1875,1.27,7.483,0.99999947,0.14210526,0.80305263
0.50182353,2250.00288,37.500048,30428.5625,1.27,7.4403,0.99999947,0.14210526,0.80305263
0.50188138,2255.00112,37.583352,30422.33203,1.27,7.6578,0.99999947,0.14210526,0.80305263
0.50193922,2259.998496,37.6666416,30386.1582,1.27,7.6696,0.99999947,0.14210526,0.80305263
0.50199711,2265.000192,37.7500032,30366.23828,1.27,7.5555,0.99999947,0.14210526,0.80305263
0.50205498,2270.00016,37.833336,30307.03711,1.27,7.6099,0.99999947,0.14210526,0.80305263
0.50211286,2275.000992,37.9166832,30322.46875,1.27,7.6646,0.99999947,0.14210526,0.80305263
0.50217074,2280.001824,38.0000304,30285.39648,1.27,7.6011,0.99999947,0.14210526,0.80305263
0.5022286,2285.000928,38.0833488,30249.17578,1.27,7.4388,0.99999947,0.14210526,0.80305263
0.50228647,2290.000896,38.1666816,30259.87891,1.27,7.594,0.99999947,0.14210526,0.80305263
0.50234434,2295.000864,38.2500144,30222.60742,1.27,7.5063,0.99999947,0.14210526,0.80305263
0.50240221,2300.000832,38.3333472,30176.49219,1.27,7.501,0.99999947,0.14210526,0.80305263
0.50246007,2304.999936,38.4166656,30150.34375,1.27,7.6312,0.99999947,0.14210526,0.80305263
0.50251795,2310.000768,38.5000128,30142.83398,1.27,7.6419,0.99999947,0.14210526,0.80305263
0.50257582,2315.000736,38.5833456,30153.14453,1.27,7.5834,0.99999947,0.14210526,0.80305263
0.50263368,2319.99984,38.666664,30106.21484,1.27,7.6178,0.99999947,0.14210526,0.80305263
0.50269157,2325.001536,38.7500256,30089.4668,1.27,7.6599,0.99999947,0.14210526,0.80305263
0.50274944,2330.001504,38.8333584,30067.39648,1.27,7.788,0.99999947,0.14210526,0.80305263
0.50280731,2335.001472,38.9166912,30049.41211,1.27,7.7375,0.99999947,0.14210526,0.80305263
0.50286516,2339.999712,38.9999952,30019.41016,1.27,7.6753,0.99999947,0.14210526,0.80305263
0.50292304,2345.000544,39.0833424,30018.79688,1.27,7.6422,0.99999947,0.14210526,0.80305263
0.50298092,2350.001376,39.1666896,30002.29102,1.27,7.6931,0.99999947,0.14210526,0.80305263
0.50303878,2355.00048,39.250008,29961.82031,1.27,7.8105,0.99999947,0.14210526,0.80305263
0.50309666,2360.001312,39.3333552,29933.2793,1.27,7.8625,0.99999947,0.14210526,0.80305263
0.50315451,2364.999552,39.4166592,29956.80078,1.27,7.8203,0.99999947,0.14210526,0.80305263
0.50321241,2370.002112,39.5000352,29909.69141,1.27,7.7933,0.99999947,0.14210526,0.80305263
0.50327026,2375.000352,39.5833392,29889.36133,1.27,7.6813,0.99999947,0.14210526,0.80305263
0.50332813,2380.00032,39.666672,29872.17383,1.27,7.7681,0.99999947,0.14210526,0.80305263
0.50338602,2385.002016,39.7500336,29835.80469,1.27,7.7908,0.99999947,0.14210526,0.80305263
0.50344387,2390.000256,39.8333376,29828.25977,1.27,7.9978,0.99999947,0.14210526,0.80305263
0.50350175,2395.001088,39.9166848,29803.40234,1.27,7.8252,0.99999947,0.14210526,0.80305263
0.50355961,2400.000192,40.0000032,29806.63672,1.27,7.995,0.99999947,0.14210526,0.80305263
0.50361749,2405.001024,40.0833504,29768.0918,1.27,7.9024,0.99999947,0.14210526,0.80305263
0.50367534,2409.999264,40.1666544,29758.1543,1.27,7.9907,0.99999947,0.14210526,0.80305263
0.50373323,2415.00096,40.250016,29733.36328,1.27,7.9161,0.99999947,0.14210526,0.80305263
0.50379105,2419.996608,40.3332768,29721.35742,1.27,8.076,0.99999947,0.14210526,0.80305263
0.50384896,2425.000032,40.4166672,29702.47656,1.27,8.0664,0.99999947,0.14210526,0.80305263
0.50390683,2430,40.5,29694.58203,1.27,7.9833,0.99999947,0.14210526,0.80305263
0.50396469,2434.999104,40.5833184,29678.91797,1.27,8.0203,0.99999947,0.14210526,0.80305263
0.50402253,2439.99648,40.666608,29677.43555,1.27,8.0076,0.99999947,0.14210526,0.80305263
0.50408045,2445.000768,40.7500128,29649.77734,1.27,7.9333,0.99999947,0.14210526,0.80305263
0.50413832,2450.000736,40.8333456,29625.33984,1.27,7.901,0.99999947,0.14210526,0.80305263
0.50419617,2454.998976,40.9166496,29594.55664,1.27,7.8075,0.99999947,0.14210526,0.80305263
0.50425405,2459.999808,40.9999968,29600.74023,1.27,7.7852,0.99999947,0.14210526,0.80305263
0.50431192,2464.999776,41.0833296,29571.33789,1.27,7.6903,0.99999947,0.14210526,0.80305263
0.50436979,2469.999744,41.1666624,29560.01758,1.27,7.6714,0.99999947,0.14210526,0.80305263
0.50442767,2475.000576,41.2500096,29579.51758,1.27,7.7422,0.99999947,0.14210526,0.80305263
0.50448553,2479.99968,41.333328,29506.67578,1.27,7.6229,0.99999947,0.14210526,0.80305263
0.5045434,2484.999648,41.4166608,29524.66992,1.27,7.5766,0.99999947,0.14210526,0.80305263
0.50460129,2490.001344,41.5000224,29502.77734,1.27,7.4664,0.99999947,0.14210526,0.80305263
0.50465914,2494.999584,41.5833264,29484.1543,1.27,7.5148,0.99999947,0.14210526,0.80305263
0.50471702,2500.000416,41.6666736,29464.27734,1.27,7.6094,0.99999947,0.14210526,0.80305263
0.50477489,2505.000384,41.7500064,29454.64648,1.27,7.6274,0.99999947,0.14210526,0.80305263
0.50483277,2510.001216,41.8333536,29462.12695,1.27,7.4945,0.99999947,0.14210526,0.80305263
0.50489062,2514.999456,41.9166576,29422.04102,1.27,7.6755,0.99999947,0.14210526,0.80305263
0.50494849,2519.999424,41.9999904,29421.6543,1.27,7.5806,0.99999947,0.14210526,0.80305263
0.50500637,2525.000256,42.0833376,29417.16211,1.27,7.7904,0.99999947,0.14210526,0.80305263
0.50506423,2529.99936,42.166656,29382.61914,1.27,7.7586,0.99999947,0.14210526,0.80305263
0.50512212,2535.001056,42.2500176,29388.22656,1.27,7.6095,0.99999947,0.14210526,0.80305263
0.50517997,2539.999296,42.3333216,29373.84961,1.27,7.569,0.99999947,0.14210526,0.80305263
0.50523784,2544.999264,42.4166544,29378.98438,1.27,7.6058,0.99999947,0.14210526,0.80305263
0.50529571,2549.999232,42.4999872,29347.07422,1.27,7.571,0.99999947,0.14210526,0.80305263
0.50535358,2554.9992,42.58332,29342.39844,1.27,7.6133,0.99999947,0.14210526,0.80305263
0.50541146,2560.000032,42.6666672,29331.01953,1.27,7.6207,0.99999947,0.14210526,0.80305263
0.50546931,2564.998272,42.7499712,29330.85938,1.27,7.5706,0.99999947,0.14210526,0.80305263
0.50552719,2569.999104,42.8333184,29297.1582,1.27,7.6469,0.99999947,0.14210526,0.80305263
0.50558506,2574.999072,42.9166512,29320.09961,1.27,7.686,0.99999947,0.14210526,0.80305263
0.5056429,2579.996448,42.9999408,29304.01563,1.27,7.589,0.99999947,0.14210526,0.80305263
0.5057008,2584.999008,43.0833168,29280.23828,1.27,7.7045,0.99999947,0.14210526,0.80305263
0.50575867,2589.998976,43.1666496,29265.06836,1.27,7.6892,0.99999947,0.14210526,0.80305263
0.50581655,2594.999808,43.2499968,29267.61523,1.27,7.62,0.99999947,0.14210526,0.80305263
0.50587441,2599.998912,43.3333152,29278.10938,1.27,7.4883,0.99999947,0.14210526,0.80305263
0.50593227,2604.998016,43.4166336,29229.9082,1.27,7.5589,0.99999947,0.14210526,0.80305263
0.50599015,2609.998848,43.4999808,29244.05273,1.27,7.6824,0.99999947,0.14210526,0.80305263
0.50604802,2614.998816,43.5833136,29247.29883,1.27,7.7452,0.99999947,0.14210526,0.80305263
0.50610589,2619.998784,43.6666464,29216.84961,1.27,7.963,0.99999947,0.14210526,0.80305263
0.50616376,2624.998752,43.7499792,29214.91211,1.27,7.9203,0.99999947,0.14210526,0.80305263
0.50622162,2629.997856,43.8332976,29219.01367,1.27,7.8267,0.99999947,0.14210526,0.80305263
0.5062795,2634.998688,43.9166448,29202.93164,1.27,7.6962,0.99999947,0.14210526,0.80305263
0.50633738,2639.99952,43.999992,29213.89648,1.27,7.7866,0.99999947,0.14210526,0.80305263
0.50639525,2644.999488,44.0833248,29209.80469,1.27,7.9452,0.99999947,0.14210526,0.80305263
0.50645312,2649.999456,44.1666576,29203.35938,1.27,7.8913,0.99999947,0.14210526,0.80305263
0.50651099,2654.999424,44.2499904,29196.28125,1.27,7.7432,0.99999947,0.14210526,0.80305263
0.50656884,2659.997664,44.3332944,29187.31641,1.27,7.4608,0.99999947,0.14210526,0.80305263
0.50662672,2664.998496,44.4166416,29175.3125,1.27,7.4307,0.99999947,0.14210526,0.80305263
0.50668459,2669.998464,44.4999744,29179.33008,1.27,7.3971,0.99999947,0.14210526,0.80305263
0.50674248,2675.00016,44.583336,29150.89453,1.27,7.5724,0.99999947,0.14210526,0.80305263
0.50680034,2679.999264,44.6666544,29154.32422,1.27,7.6569,0.99999947,0.14210526,0.80305263
0.50685822,2685.000096,44.7500016,29192.62695,1.27,7.5464,0.99999947,0.14210526,0.80305263
0.50691607,2689.998336,44.8333056,29166.70898,1.27,7.5029,0.99999947,0.14210526,0.80305263
0.50697395,2694.999168,44.9166528,29162.46484,1.27,7.6766,0.99999947,0.14210526,0.80305263
0.50703182,2699.999136,44.9999856,29170.79492,1.27,7.8392,0.99999947,0.14210526,0.80305263
0.50708969,2704.999104,45.0833184,29163.70703,1.27,7.7915,0.99999947,0.14210526,0.80305263
0.50714754,2709.997344,45.1666224,29158.81055,1.27,7.7626,0.99999947,0.14210526,0.80305263
